;Unnamed: 0;Summons Number;Plate ID;Registration State;Plate Type;Issue Date;Violation Code;Vehicle Body Type;Vehicle Make;Issuing Agency;Street Code1;Street Code2;Street Code3;Vehicle Expiration Date;Violation Location;Violation Precinct;Issuer Precinct;Issuer Code;Issuer Command;Issuer Squad;Violation Time;Time First Observed;Violation County;Violation In Front Of Or Opposite;Number;Street;Intersecting Street;Date First Observed;Law Section;Sub Division;Violation Legal Code;Days Parking In Effect    ;From Hours In Effect;To Hours In Effect;Vehicle Color;Unregistered Vehicle?;Vehicle Year;Meter Number;Feet From Curb;Violation Post Code;Violation Description;No Standing or Stopping Violation;Hydrant Violation;Double Parking Violation
2087;1610357;7579924778;FWT2063;NY;PAS;09/22/2013;46;4DSD;NISSA;T;77150;8320;14820;20131227;49.0;49;49;358935;T202;E;1026A;;BX;F;2712;White Plains Rd;;0.0;408.0;f1;;;;;GY;;2012.0;;0.0;U -;46A-Double Parking (Non-COM);;;
2089;4020217;7641939272;CDW2513;NC;PAS;01/16/2014;51;4DSD;FORD;T;7240;10640;10740;20141288;114.0;114;114;355126;T401;N;0445P;;Q;F;48-15;25th Ave;;0.0;408.0;e3;;;;;GREY;;0.0;;0.0;W -;51-Sidewalk;;;
2090;1516361;7015748095;GCM3608;NY;PAS;09/19/2013;38;4DSD;VOLKS;T;13610;37170;37190;20141227;33.0;33;33;358181;T103;R;0254P;;NY;F;4055;Broadway;;0.0;408.0;h1;;Y;0800A;0700P;GY;;2006.0;;0.0;07 -;38-Failure to Display Muni Rec;;;
2093;4207725;7101598870;DWM5882;NY;PAS;01/25/2014;38;4DSD;INFIN;T;19190;13140;13040;20150422;112.0;112;112;356951;T401;N;1021A;;Q;O;63-32;99th St;;0.0;408.0;h1;;Y;0900A;0700P;SILVE;;2011.0;;0.0;P -;38-Failure to Display Muni Rec;;;
2094;3138753;7636731599;GHN5146;NY;PAS;11/13/2013;37;4DSD;DODGE;T;26130;52120;21520;20150626;40.0;40;40;358247;T201;F;0414P;0305P;BX;F;318;E 149th St;;0.0;408.0;h1;;Y;0900A;0700P;BK;;0.0;202-5805;0.0;45 -;37-Expired Muni Meter;;;
2101;746687;7943590417;GCN3932;NY;PAS;08/22/2013;20;4DSD;HYUND;T;33990;10510;10610;20141211;6.0;6;6;355710;T101;M;0905A;;NY;O;121;W 11th St;;0.0;408.0;d;;YYYYYYY;0700A;0400P;GY;;2011.0;;0.0;F -;20A-No Parking (Non-COM);;;
2103;3984432;7759072144;A343466;NY;PAS;01/15/2014;40;4DSD;CHEVR;T;24240;47390;17040;88888888;107.0;107;107;331900;T402;X;1127A;;Q;F;83-12;164th St;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;0.0;;0.0;M -;40-Fire Hydrant;;;
2104;6353715;7125900793;GJE3265;NY;PAS;03/21/2014;13;4DSD;HONDA;T;17870;24890;10210;20150726;14.0;14;14;358204;T106;H;0935P;;NY;O;160;E 44th St;;0.0;408.0;c2;;YYYYYYY;;;GY;;2013.0;;0.0;99 6;13-No Stand (taxi stand);;;
2118;6799628;7484394555;GBJ5958;NY;PAS;04/18/2014;37;4DSD;TOYOT;T;59990;17590;49690;20150206;107.0;107;107;358216;T402;B;1258P;1252P;Q;F;139-15;Queens Blvd;;0.0;408.0;h1;;Y;0800A;0700P;WH;;2007.0;432-3003;0.0;01 4;37-Expired Muni Meter;;;
2119;1682505;4001896175;T507278C;NY;OMT;09/24/2013;5;4DSD;LINCO;V;0;0;0;0;;0;0;0;;;0627P;;;;;EB FORDHAM RD @ WASH;INGTON AVE;0.0;1111.0;C;T;;;;WH;;2004.0;;0.0;;BUS LANE VIOLATION;;;
2128;4605649;7848362085;GJN2294;NY;PAS;12/03/2013;21;4DSD;MAZDA;T;18140;23140;23190;20151027;103.0;103;103;355250;T402;H;0808A;;Q;O;148-35;90th Ave;;0.0;408.0;d1;;Y  Y;0800A;0830A;GY;;2005.0;;0.0;03 -;21-No Parking (street clean);;;
2132;7120877;7327574323;EKV3868;NY;PAS;04/09/2014;37;4DSD;TOYOT;T;32690;16910;11310;20140803;34.0;34;34;357736;T103;L;0126P;0108P;NY;F;10;Vermilyea Ave;;0.0;408.0;h1;;Y;0900A;0700P;GL;;2009.0;106-8284;0.0;CC1;37-Expired Muni Meter;;;
2133;9072032;7393432456;GMZ2203;NY;PAS;06/25/2014;14;4DSD;BMW;T;42120;48220;74380;20140715;44.0;44;44;358909;T201;I;0559P;;BX;F;1472;Inwood Ave;;0.0;408.0;c;;YYYYYYY;;;OTHER;;0.0;;0.0;Z 21;14-No Standing;;;
2138;6930267;7927519207;GJB2168;NY;PAS;04/16/2014;38;4DSD;SUBAR;T;13610;35710;35730;20151001;24.0;24;24;357806;T103;D;0806A;;NY;F;2578;Broadway;;0.0;408.0;h1;;Y;0800A;1000P;BL;;2010.0;;0.0;31 7;38-Failure to Display Muni Rec;;;
2139;4445708;7125800749;FJZ3543;NY;PAS;12/03/2013;38;4DSD;NISSA;T;73650;23230;78830;20150328;90.0;90;90;357357;T301;S;0347P;;K;F;322;Roebling St;;0.0;408.0;h1;;YYYYY;0830A;0700P;BK;;2011.0;;0.0;14 -;38-Failure to Display Muni Rec;;;
2143;8281830;7786339656;DHV1812;NY;PAS;05/27/2014;51;4DSD;ME/BE;T;62590;8740;8940;20150720;108.0;108;108;358867;T401;N;0424P;;Q;F;36-04;Skillman Ave;;0.0;408.0;e3;;;;;GY;;2014.0;;0.0;O 41;51-Sidewalk;;;
2149;7700157;7615703992;FXK4489;NY;PAS;05/06/2014;70;4DSD;CHRYS;T;68290;15090;15340;20140415;110.0;110;110;359317;T401;E;0957A;;Q;O;71-01;Woodside Ave;;0.0;408.0;j3;;YYYYYYY;;;WH;;2009.0;;0.0;39 4;70A-Reg. Sticker Expired (NYS);;;
2158;4958127;7110245019;JJN927;SC;PAS;12/30/2013;38;4DSD;NISSA;T;33930;25190;10510;20140788;6.0;6;6;349538;T105;H;0218P;;NY;F;60;W 8th St;;0.0;408.0;h1;;Y;0730A;1000P;BLACK;;0.0;;0.0;076;38-Failure to Display Muni Rec;;;
2160;4758568;7421575200;FZA6486;NY;PAS;12/12/2013;21;4DSD;HYUND;T;70620;74240;70635;20150312;44.0;44;44;349836;T201;M;1204P;;BX;F;1125;University Ave;;0.0;408.0;d1;;Y  Y;1130A;0100P;WH;;2011.0;;0.0;P -;21-No Parking (street clean);;;
2161;2750138;7047311660;CVP6268;NY;PAS;10/30/2013;38;4DSD;BMW;T;10110;17170;17190;20131211;9.0;9;9;358936;T101;F;0126P;;NY;O;157;2nd Ave;;0.0;408.0;h1;;Y;0830A;1000P;GY;;2007.0;;0.0;70 -;38-Failure to Display Muni Rec;;;
2169;4731254;7099454389;FER4755;NY;PAS;12/06/2013;38;4DSD;MITSU;T;56490;57690;64690;20141007;104.0;104;104;358940;T401;E;1053A;;Q;O;60-19;Myrtle Ave;;0.0;408.0;h1;;Y;0830A;0700P;LTG;;2007.0;;0.0;62-A;38-Failure to Display Muni Rec;;;
2171;5550497;7104722865;CCF0461;MI;PAS;02/22/2014;14;4DSD;VOLVO;T;14330;0;0;20130988;61.0;61;61;333042;T302;M;0545A;;K;I;N;Avenue O;8ft E/of E 21st St;0.0;408.0;c;;YYYYYYY;;;WHITE;;0.0;;0.0;03 3;14-No Standing;;;
2172;1859260;7753429450;GEX3178;NY;PAS;10/01/2013;38;4DSD;VOLVO;T;0;0;0;20150317;49.0;49;49;358898;T202;C;0225P;;BX;I;W;Cruger Ave;40ft N/of Allerton A;0.0;408.0;h1;;Y;0900A;0700P;RD;;1998.0;;0.0;11P;38-Failure to Display Muni Rec;;;
2175;8882471;7695567772;EJZ5500;NY;PAS;06/17/2014;38;4DSD;FORD;T;64730;9280;6380;20150518;66.0;66;66;359288;T302;E;1038A;;K;F;5406;New Utrecht Ave;;0.0;408.0;h1;;YYYYY;0800A;0700P;GY;;2012.0;;0.0;24 3;38-Failure to Display Muni Rec;;;
2182;6926675;7950669809;GATEETA;NY;SRF;04/24/2014;70;4DSD;ME/BE;T;17250;10210;10110;20140211;9.0;9;9;359578;T101;E;0550P;;NY;F;249;E 13th St;;0.0;408.0;j3;;YYYYYYY;;;TAN;;1987.0;;0.0;54 1;70A-Reg. Sticker Expired (NYS);;;
2185;6395030;7687044125;GDP9746;NY;PAS;03/22/2014;38;4DSD;MINI;T;54580;57790;8790;20131013;109.0;109;109;354088;T401;B;1023A;;Q;F;36-34;Main St;;0.0;408.0;h1;;Y;0900A;0700P;GREEN;;2012.0;;0.0;50-A;38-Failure to Display Muni Rec;;;
2193;6366143;7006232338;FXK1687;NY;PAS;03/21/2014;21;4DSD;HONDA;T;52390;35590;38990;20160325;109.0;109;109;358657;T401;D;0916A;;Q;F;43-55;Kissena Blvd;;0.0;408.0;d1;;Y;0900A;1030A;GY;;2012.0;;0.0;01 4;21-No Parking (street clean);;;
2196;6287566;7808765764;T633662C;NY;OMT;03/19/2014;20;4DSD;LINCO;T;65810;62590;59990;20140430;108.0;108;108;357348;T401;O;0321P;;Q;O;43-22;Van Dam St;;0.0;408.0;d;;YYYYY;0800A;0600P;BK;;2005.0;;0.0;E 41;20A-No Parking (Non-COM);;;
2197;3551318;4002178640;GEB1690;NY;PAS;11/26/2013;5;4DSD;NISSA;V;6110;40404;40404;0;;0;0;0;;;0545P;;;;;NB 1ST AVE @ 86TH ST;;0.0;1111.0;C;T;;;;GY;;2008.0;;0.0;;BUS LANE VIOLATION;;;
2205;7294389;7953904342;ELL8770;NY;PAS;04/10/2014;74;4DSD;TOYOT;T;52120;26100;26130;20141117;40.0;40;40;358632;T201;C;1121A;;BX;O;522;Morris Ave;;0.0;408.0;j2;;;;;BK;;2001.0;;0.0;22 2;74-Missing Display Plate;;;
2208;8364345;7062126020;Z43GHD;QB;PAS;05/30/2014;31;4DSD;NS/OT;T;34130;10410;10510;20140088;13.0;13;13;355444;T102;D;1134A;;NY;F;32;W 18th St;;0.0;408.0;l3;;YYYYY;0800A;0600P;GOLD;;0.0;;0.0;99 6;31-No Stand (Com. Mtr. Zone);;;
2210;5450547;7188986691;T613995C;NY;OMT;02/19/2014;38;4DSD;LINCO;T;27300;49420;73720;20140228;46.0;46;46;359287;T201;J;1250P;;BX;F;382;E 188th St;;0.0;408.0;h1;;Y;0830A;0700P;GY;;2007.0;;0.0;51 2;38-Failure to Display Muni Rec;;;
2213;3393201;7994214915;GEL4775;NY;PAS;11/21/2013;14;4DSD;NISSA;T;19050;10210;10110;20150527;23.0;23;23;346193;T103;B;0706A;;NY;O;201;E 104th St;;0.0;408.0;c;;Y;0700A;0400P;GY;;2001.0;;0.0;A -;14-No Standing;;;
2217;2385367;7099140000;AZX1216;NY;PAS;10/18/2013;14;4DSD;TOYOT;T;57790;19940;20090;20131031;115.0;115;115;349562;T401;M;0710A;;Q;F;106-11;Northern Blvd;;0.0;408.0;c;;YYYYY;0700A;1000A;GL;;1996.0;;0.0;O -;14-No Standing;;;
2220;8760888;7661817913;BPY2942;NY;PAS;06/12/2014;70;4DSD;BMW;T;18130;10410;25390;20140610;18.0;18;18;349481;T503;D1;0552P;;NY;F;3;E 57th St;;0.0;408.0;j3;;YYYYYYY;;;GY;;2008.0;;0.0;17 7;70A-Reg. Sticker Expired (NYS);;;
2222;5597902;7539987777;EBJ8019;NY;PAS;02/24/2014;70;4DSD;AUDI;T;46330;63630;65730;20140212;94.0;94;94;355121;T301;B;0955A;;K;F;84;Guernsey St;;0.0;408.0;j3;;YYYYYYY;;;BLACK;;2008.0;;0.0;17 3;70A-Reg. Sticker Expired (NYS);;;
2228;2115988;7028171565;GEU1289;NY;PAS;10/09/2013;20;4DSD;CHEVR;T;15840;0;0;20150306;105.0;105;105;354034;T402;P;0404P;;Q;I;S;76th Ave;60ft E/of 264th St;0.0;408.0;d;;YYYYYYY;;;RD;;2003.0;;0.0;I -;20A-No Parking (Non-COM);;;
2235;1753241;7644337787;G35BKE;NJ;PAS;09/27/2013;37;4DSD;FORD;T;0;40404;40404;88888888;114.0;114;114;358640;T401;R;0224P;0217P;Q;I;;Ditmars Lot #1;;0.0;408.0;h1;;Y;0800A;1000P;SILVE;;0.0;480-0007;0.0;35 -;37-Expired Muni Meter;;;
2241;5369849;7083781242;GJP8850;NY;PAS;02/13/2014;40;4DSD;INFIN;T;67530;56440;14030;88888888;70.0;70;70;330138;T802;A;0842P;;K;O;1360;Ocean Ave;;0.0;408.0;e2;;YYYYYYY;;;GREY;;0.0;;0.0;05 -;40-Fire Hydrant;;;
2242;6562467;7808162395;BZE3531;NY;PAS;03/27/2014;37;4DSD;TOYOT;T;54050;54049;90530;20140813;62.0;62;62;354029;T302;H;0232P;1200P;K;F;424;Kings Hwy;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2002.0;348-3022;0.0;B2 3;37-Expired Muni Meter;;;
2244;2268279;7618371799;DNM5327;NY;PAS;10/14/2013;38;4DSD;HONDA;T;16190;59990;20640;20140327;112.0;112;112;357738;T401;C;0909A;;Q;O;112-50;78th Ave;;0.0;408.0;h1;;YYYYY;0900A;0400P;BK;;2013.0;;0.0;53-A;38-Failure to Display Muni Rec;;;
2246;6605199;7432656460;GMZ5751;NY;PAS;03/29/2014;27;4DSD;BMW;T;79050;40404;40404;20150730;43.0;43;43;358910;T202;Q;1128A;;BX;O;213;Zerega Ave;;0.0;408.0;d3;;;;;GY;;2001.0;;0.0;A 22;27-No Parking (exc handicap);;;
2247;6950399;8000805870;GMJ6648;NY;PAS;04/23/2014;37;4DSD;TOYOT;T;35690;9690;9840;20160117;111.0;111;111;358121;T401;N;0651P;0631P;Q;O;42-06;Bell Blvd;;20140423.0;408.0;h1;;Y;0900A;0700P;GY;;2012.0;421-8665;0.0;X 41;37-Expired Muni Meter;;;
2250;3469474;7769179981;ENV6479;NY;PAS;11/23/2013;21;4DSD;TOYOT;T;36170;11710;13610;20150207;26.0;26;26;346105;T103;B;0736A;;NY;O;530;W 120th St;;0.0;408.0;d1;;Y;0730A;0800A;GY;;2013.0;;0.0;G -;21-No Parking (street clean);;;
2259;7292880;7943181440;278SF1;MA;PAS;04/12/2014;40;4DSD;VOLVO;T;32940;44890;21790;20150188;1.0;1;1;355710;T101;M;0927A;;NY;F;83;Warren St;;0.0;408.0;e2;;YYYYYYY;;;BLACK;;0.0;;6.0;M 15;40-Fire Hydrant;;;
2264;3404712;7733868490;DVH9072;NY;PAS;11/21/2013;20;4DSD;HYUND;T;58730;23230;78830;20141101;90.0;90;90;358668;T301;H;0513P;;K;F;175;Marcy Ave;;0.0;408.0;d;;YYYYYYY;;;BL;;2002.0;;0.0;14 -;20A-No Parking (Non-COM);;;
2266;2740197;7617229951;6GBV676;CA;PAS;10/30/2013;14;4DSD;HONDA;T;67530;18950;35140;20130088;71.0;71;71;333018;T730;E;0409P;;K;O;39;Ocean Ave;;0.0;408.0;c;;YYYYY;0400P;0700P;WHITE;;0.0;;0.0;04 -;14-No Standing;;;
2267;4347692;7093477720;818UPG;CT;PAS;01/31/2014;37;4DSD;HONDA;T;0;40404;40404;20140101;48.0;48;48;357782;T201;F;0153P;0103P;BX;I;;BELMONT LOT;;20140131.0;408.0;h1;;Y;0800A;1000P;GREY;;0.0;277-0001;0.0;34 -;37-Expired Muni Meter;;;
2271;7224409;7759078080;EHJ9267;NY;PAS;04/18/2014;51;4DSD;HONDA;T;15790;17240;17490;20140712;102.0;102;102;345317;T402;X;0532A;;Q;F;8568;75th St;;0.0;408.0;e3;;;;;BK;;2010.0;;0.0;G 42;51-Sidewalk;;;
2279;6690699;7009098104;GKX5161;NY;PAS;04/15/2014;21;4DSD;CHEVR;T;59990;35780;51090;20150809;112.0;112;112;358844;T401;C;0808A;;Q;F;140-20;Queens Blvd;;0.0;408.0;d1;;Y;0800A;0830A;BK;;2005.0;;0.0;59-A;21-No Parking (street clean);;;
2280;4341724;4002430509;GEW9174;NY;PAS;01/30/2014;5;4DSD;HONDA;V;0;0;0;0;;0;0;0;;;1117A;;;;;WB E 34TH ST @ MADIS;ON AVE;0.0;1111.0;C;T;;;;GY;;2008.0;;0.0;;BUS LANE VIOLATION;;;
2281;8777379;7727912803;R53CDF;NJ;PAS;06/13/2014;21;4DSD;AUDI;T;66830;54000;95030;88888888;94.0;94;94;346022;T802;A;0059A;;K;F;92;N 12th St;;0.0;408.0;d1;;Y  Y;1200A;0300A;GREY;;0.0;;0.0;W 31;21-No Parking (street clean);;;
2282;4881988;7886149269;13436MD;NY;COM;12/15/2013;16;4DSD;MAZDA;T;32670;0;0;20141231;17.0;17;17;343455;T501;C;0412P;;NY;I;W;Vanderbilt Ave;40ft N/of E 46th St;0.0;408.0;k2;;YYYYYYY;;;BK;;2008.0;;0.0;02 -;16A-No Std (Com Veh) Non-COM;;;
2284;8395345;8003852018;CF2U3G;MO;PAS;05/30/2014;21;4DSD;KIA;T;40840;0;0;20140088;109.0;109;109;351251;T401;L;0906A;;Q;I;W;Crommelin St.;15ft N/of Cherry Ave;0.0;408.0;d1;;Y;0900A;1030A;GOLD;;0.0;;0.0;X 41;21-No Parking (street clean);;;
2285;162795;7974729946;GBW2920;NY;PAS;07/31/2013;37;4DSD;AUDI;T;0;40404;40404;20141030;28.0;28;28;357724;T103;K;0201P;0155P;NY;O;2090;Adam Clayton Powell;;0.0;408.0;h1;;Y;0900A;0700P;BK;;2006.0;101-9677;0.0;31 -;37-Expired Muni Meter;;;
2289;6972051;4600222763;DXD7546;NY;PAS;04/24/2014;36;4DSD;TOYOT;V;0;0;0;0;;0;0;0;;;1117A;;;;;NB UNIVERSITY AV W T;REMONT AV - W BURNSI;0.0;1180.0;B;T;;;;GY;;2007.0;;0.0;;PHTO SCHOOL ZN SPEED VIOLATION;;;
2290;8691390;7733896253;DEP3453;NY;PAS;06/10/2014;71;4DSD;HONDA;T;48830;0;0;20150424;84.0;84;84;358668;T301;H;1123A;;K;I;N;Henry St;80ft E/of Montague S;0.0;408.0;j6;;YYYYYYY;;;GR;;1996.0;;0.0;01 3;71A-Insp Sticker Expired (NYS);;;
2297;8099318;7991128120;GNR7937;NY;PAS;05/20/2014;38;4DSD;NISSA;T;14080;67030;36180;20160327;63.0;63;63;358616;T302;E;0121P;;K;F;3010;Avenue J;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2014.0;;0.0;11 3;38-Failure to Display Muni Rec;;;
2298;7641532;7519192660;U598QN;FL;PAS;05/05/2014;21;4DSD;ACURA;T;82930;46730;58030;20141088;81.0;81;81;346124;T301;M;0818A;;K;F;324;Stuyvesant Ave;;0.0;408.0;d1;;Y  Y;0800A;0930A;GREY;;0.0;;0.0;A 31;21-No Parking (street clean);;;
2299;4733193;7128598182;DBR3310;NY;PAS;12/19/2013;46;4DSD;TOYOT;T;10280;5280;5430;20150102;68.0;68;68;332960;T302;M;0847A;;K;F;320;74th St;;0.0;408.0;f1;;;;;RD;;1998.0;;0.0;A -;46A-Double Parking (Non-COM);;;
2301;5550383;7112756029;DZT4920;NY;PAS;02/22/2014;38;4DSD;TOYOT;T;10210;18210;18230;20150511;19.0;19;19;355660;T103;Q;0926A;;NY;O;1040;3rd Ave;;0.0;408.0;h1;;Y;0900A;0700P;WHITE;;2007.0;;0.0;C 77;38-Failure to Display Muni Rec;;;
2304;5479324;7163080906;GCK5074;NY;PAS;02/20/2014;38;4DSD;VOLKS;T;29150;36850;34850;20141010;120.0;120;120;343000;T303;E;1118A;;R;O;1207;Forest Ave;;0.0;408.0;h1;;Y;0800A;0700P;BK;;2013.0;;0.0;02-A;38-Failure to Display Muni Rec;;;
2306;8772610;7133855239;GRU3734;NY;PAS;06/13/2014;40;4DSD;HONDA;T;10140;15340;28020;20140722;110.0;110;110;354032;T401;M;0639A;;Q;O;72-34;45th Ave;;0.0;408.0;e2;;YYYYYYY;;;GREY;;2012.0;;7.0;P 41;40-Fire Hydrant;;;
2307;2627173;7804724597;GKL9276;NY;PAS;10/26/2013;38;4DSD;HONDA;T;35210;14510;15710;20150830;20.0;20;20;357322;T103;D;1151A;;NY;F;58;W 72nd St;;0.0;408.0;h1;;Y;0900A;0700P;BL;;2013.0;;0.0;C -;38-Failure to Display Muni Rec;;;
2310;4564120;7719524858;GJA4391;NY;OMS;12/03/2013;38;4DSD;NISSA;T;13610;35350;35370;20140930;20.0;20;20;358576;T103;R;0357P;;NY;F;2230;Broadway;;0.0;408.0;h1;;Y;0800A;1000P;WH;;2014.0;;0.0;53 -;38-Failure to Display Muni Rec;;;
2312;8985242;7083823704;GKC4296;NY;PAS;06/21/2014;71;4DSD;LINCO;T;38430;54070;12130;20150626;71.0;71;71;330138;T802;A;0826P;;K;O;852;Eastern Pky;;0.0;408.0;j6;;YYYYYYY;;;BR;;2013.0;;0.0;I 31;71A-Insp Sticker Expired (NYS);;;
2316;102239;7214309634;FXN6837;NY;OMS;07/29/2013;19;4DSD;NISSA;T;34130;66530;66430;20130930;94.0;94;94;355251;T301;O;0227P;;K;F;506;Driggs Ave;;0.0;408.0;c3;;YYYYYYY;;;SILVE;;2012.0;;0.0;O -;19-No Stand (bus stop);;;
2322;795136;7948621337;CFC4224;NY;PAS;08/23/2013;37;4DSD;CHEVR;T;17190;13610;10350;20140621;6.0;6;6;358862;T101;S;0516P;0451P;NY;O;70;E 10th St;;20130823.0;408.0;h1;;Y;0830A;0700P;BL;;2012.0;147-3064;0.0;57 -;37-Expired Muni Meter;;;
2325;4533290;7594867634;GLB9626;NY;PAS;12/07/2013;17;4DSD;AUDI;T;11110;34630;34650;20140117;14.0;14;14;351256;T108;H;0727A;;NY;O;575;11th Ave;;0.0;408.0;c4;;YYYYYYY;;;BLUE;;0.0;;0.0;01 -;17-No Stand (exc auth veh);;;
2326;8974498;7571938399;FBE7853;NY;PAS;06/20/2014;70;4DSD;SAAB;T;57320;12550;29320;20140614;47.0;47;47;361139;T202;E;1023A;;BX;F;3340;Paulding Ave;;0.0;408.0;j3;;YYYYYYY;;;BK;;2008.0;;0.0;16A;70A-Reg. Sticker Expired (NYS);;;
2327;2856667;7187107122;GBG8510;NY;PAS;11/03/2013;71;4DSD;BMW;T;13990;61490;59990;20141009;112.0;112;112;358620;T401;P;1020A;;Q;F;99-34;67th Ave;;0.0;408.0;j6;;YYYYYYY;;;BK;;2009.0;;0.0;55-A;71A-Insp Sticker Expired (NYS);;;
2329;5192589;7848382278;GHR6468;NY;PAS;02/06/2014;98;4DSD;HONDA;T;18290;16590;16740;20150909;102.0;102;102;345317;T402;L;0813A;;Q;F;8011;91st Ave;;0.0;408.0;f2;;;;;BK;;1996.0;;0.0;K -;98-Obstructing Driveway;;;
2332;149504;4001505873;T602103C;NY;OMT;07/31/2013;5;4DSD;TOYOT;V;0;0;0;0;;0;0;0;;;1017A;;;;;WB FORDHAM RD @ SEDG;WICK AVE;0.0;1111.0;C;T;;;;GY;;2010.0;;0.0;;BUS LANE VIOLATION;;;
2336;6312531;7029824295;GKE9096;NY;PAS;03/20/2014;40;4DSD;NISSA;T;6180;9030;9080;20150831;66.0;66;66;356534;T302;I;0426P;;K;F;4914;11th Ave;;0.0;408.0;e2;;YYYYYYY;;;GY;;2012.0;;0.0;43 3;40-Fire Hydrant;;;
2339;3346356;7040945204;GCE6101;NY;PAS;11/20/2013;71;4DSD;JAGUA;T;29830;5480;57630;20140930;76.0;76;76;357791;T302;N;1248P;;K;F;476;Court St;;0.0;408.0;j6;;YYYYYYY;;;BK;;2012.0;;0.0;55 -;71A-Insp Sticker Expired (NYS);;;
2341;7186546;7657733007;FSN9919;NY;PAS;04/27/2014;20;4DSD;TOYOT;T;35170;15710;13610;20151003;20.0;20;20;359282;T103;H;0937A;;NY;F;117;W 70th St;;0.0;408.0;d;;YYYYYYY;;;BK;;2009.0;;0.0;25 7;20A-No Parking (Non-COM);;;
2342;4446061;7114808343;JDT3602;PA;PAS;12/22/2013;14;4DSD;VOLVO;T;24390;21690;13810;20131288;5.0;5;5;358847;T105;D;1104A;;NY;F;177;Lafayette St;;0.0;408.0;c;;YYYYYYY;;;RED;;0.0;;0.0;006;14-No Standing;;;
2348;6149102;7362424073;JSR4346;VA;PAS;03/14/2014;16;4DSD;TOYOT;T;21790;33970;14810;88880088;6.0;6;6;347656;T108;F;0712A;;NY;F;711;Greenwich St;;0.0;408.0;k2;;YYYYY;0700A;0700P;BROWN;;0.0;;0.0;01 8;16A-No Std (Com Veh) Non-COM;;;
2353;7382758;5080209409;GHK7878;NY;PAS;04/18/2014;7;4DSD;TOYOT;V;0;0;0;0;;0;0;0;;;1014A;;;;;CROPSEY AVE (W/B) @;21ST AVE;0.0;1111.0;D;T;;;;GY;;2010.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
2354;5094977;4002203657;DWE1884;NY;PAS;12/05/2013;5;4DSD;TOYOT;V;0;0;0;0;;0;0;0;;;0706A;;;;;NB 1ST AVE @ E 23RD;ST;0.0;1111.0;C;T;;;;WH;;2001.0;;0.0;;BUS LANE VIOLATION;;;
2358;1557050;7783110058;GFW8997;NY;PAS;09/20/2013;74;4DSD;ISUZU;T;14140;0;0;20150915;112.0;112;112;357054;T401;K;1156A;;Q;I;N;67th Rd;75ft E/of Yellowston;0.0;408.0;j2;;;;;GY;;2006.0;;0.0;61-A;74-Missing Display Plate;;;
2359;4218523;7469819484;ZRV49D;NJ;PAS;01/26/2014;14;4DSD;NISSA;T;59990;16040;16190;88888888;112.0;112;112;346007;T402;J;1030A;;Q;O;116-24;Queens Blvd;;0.0;408.0;c;;YYYYYYY;;;WHITE;;0.0;;0.0;01 -;14-No Standing;;;
2364;8984502;7021024502;PPR365;NY;PAS;06/21/2014;20;4DSD;HONDA;T;5880;6630;6730;20150718;72.0;72;72;338905;T802;B;0838P;;K;F;1506;8th Ave;;0.0;408.0;d;;YYYYYYY;;;TN;;2005.0;;0.0;G 31;20A-No Parking (Non-COM);;;
2368;7822568;7205198100;GHT7724;NY;PAS;05/10/2014;38;4DSD;NISSA;T;37462;84440;18950;20150808;63.0;63;63;358908;T302;D;0424P;;K;F;1402;E 64th St;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2012.0;;0.0;48 3;38-Failure to Display Muni Rec;;;
2371;1235516;4001786011;FWP3590;NY;PAS;09/09/2013;5;4DSD;LEXUS;V;6110;40404;40404;0;;0;0;0;;;1210P;;;;;NB 1ST AVE @ 86TH ST;;0.0;1111.0;C;T;;;;GY;;2012.0;;0.0;;BUS LANE VIOLATION;;;
2374;1648015;7032662250;T623068C;NY;OMT;09/24/2013;21;4DSD;LINCO;T;26070;12820;15720;20130930;40.0;40;40;341268;T201;M;0841A;;BX;F;448;E 147th St;;0.0;408.0;d1;;Y  Y;0830A;1000A;BL;;2004.0;;0.0;J -;21-No Parking (street clean);;;
2381;1724294;7723252833;U33DFY;NJ;PAS;09/26/2013;20;4DSD;HONDA;T;37470;0;0;88888888;34.0;34;34;341173;T108;A;0940A;;NY;I;S;W 186th St;55ft E/of Bennett Av;0.0;408.0;d;;YYYYY;0800A;0600P;WHITE;;0.0;;0.0;01B;20A-No Parking (Non-COM);;;
2383;8800086;7083820582;T627946C;NY;OMT;06/14/2014;21;4DSD;DODGE;T;28830;13830;29630;20140930;70.0;70;70;330138;T802;A;0103A;;K;F;731;Coney Island Ave;;0.0;408.0;d1;;Y Y Y;1200A;0300A;BK;;2008.0;;0.0;F 31;21-No Parking (street clean);;;
2384;6988362;7007017137;FBJ2548;NY;PAS;04/23/2014;21;4DSD;BUICK;T;29390;11040;68290;20140729;108.0;108;108;349456;T401;A;1112A;;Q;O;52-35;Barnett Ave;;0.0;408.0;d1;;Y;1100A;1230A;GREEN;;2001.0;;0.0;51-A;21-No Parking (street clean);;;
